campaign_id,campaign_name,adset_id,adset_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.web_in_store_purchase,actions.omni_purchase,actions.omni_initiated_checkout,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_initiate_checkout,actions.onsite_web_purchase,actions.add_payment_info,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_app_purchase,action_values.onsite_web_initiate_checkout,action_values.add_payment_info,action_values.omni_initiated_checkout,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.initiate_checkout,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,9,12,12,0,0,,750,1,0,,1,1,1,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,17.82,88,85,0,0,,202.5,1.035294,0,,11,11,10,instagram,instagram_reels,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,2.47,8,8,0,0,,308.75,1,0,,1,1,1,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,messenger,messenger_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,7.870234,36,16,2,5.555556,3.935117,218.617607,2.25,2,2,15,15,13,audience_network,an_classic,,,,,,,,,,,,,,,2,,2,2,,,,2,,,2,2,,,9398,9398,,,9398,9398,9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.300009,1,1,0,0,,300.008914,1,0,,1,1,1,audience_network,rewarded_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.080002,3,3,0,0,,26.667459,1,0,,1,1,1,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.33001,7,7,0,0,,47.144258,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,267.937961,1544,847,17,1.101036,15.761057,173.534949,1.822904,10,10,124,124,111,facebook,facebook_reels,,,3,3,,,,3,3,2,2,8,5,8,13,5,13,13,5,2,5,13,,2,13,13,5,8269,42662,42662,8269,8269,42662,42662,42662,8269,8269,,1,1,2,1,1,1,1,1,2,1,1,2,2,899,6722.1,800,6722.1,0.09,899,899,6722.1,800,899,6722.1,899,899,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,1.460043,39,21,0,0,,37.43701,1.857143,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,24.91074,69,58,2,2.898551,12.45537,361.025219,1.189655,2,2,9,9,7,facebook,facebook_stories,,,,,,,,,,,,2,,2,2,,2,2,,,,2,,,2,2,,,5499,5499,,,5499,5499,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,922.117397,1967,1372,44,2.236909,20.957214,468.793796,1.433673,24,24,269,269,241,facebook,feed,,,4,4,,,,4,4,,,11,,11,19,,19,19,,,,19,,,19,19,,,53056,53056,,,53056,53056,53056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,23.700704,159,115,2,1.257862,11.850352,149.061033,1.382609,1,1,76,76,75,facebook,instream_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,4699,4699,,,4699,4699,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.380011,16,13,0,0,,23.750706,1.230769,0,,5,5,5,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.68002,34,12,0,0,,20.000594,2.833333,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.250007,8,8,0,0,,31.250929,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,2481.373725,8279,6150,150,1.811813,16.542492,299.719015,1.346179,126,126,1334,1334,1173,instagram,feed,,2,35,38,6,9,8,16,18,,,112,9,112,163,9,163,163,9,,9,163,,,163,163,9,15873,491297,491297,15873,15873,491297,491297,491297,15873,15873,1,2,2,4,2,2,2,2,2,4,2,2,4,4,5580,6150,5580,6150,0.56,5580,5580,6150,5580,5580,6150,5580,5580,2,2,1,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,3.520105,449,446,0,0,,7.839877,1.006726,0,,71,71,71,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,1524.755303,11251,7868,81,0.719936,18.82414,135.521758,1.42997,47,47,885,885,818,instagram,instagram_reels,,2,20,22,,,,17,19,,,42,8,42,95,8,95,95,8,,8,95,,,95,95,8,5879,219740,219740,5879,5879,219740,219740,219740,5879,5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,0.170005,50,50,0,0,,3.400101,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,1131.153608,3603,2711,71,1.97058,15.931741,313.947713,1.32903,59,59,334,334,275,instagram,instagram_stories,,,,,,,,,,,,49,11,49,77,11,77,77,11,,11,77,,,77,77,11,37459.2,200015,200015,37459.2,37459.2,200015,200015,200015,37459.2,37459.2,,1,1,3,1,1,1,1,1,3,1,1,3,3,800,18252,701,18252,0.08,800,800,18252,701,800,18252,800,800,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078000627,Lookalike Audience,2026-04-13,2026-04-19,3.840114,1594,1505,13,0.815558,0.295393,2.409105,1.059136,13,13,247,247,233,threads,threads_feed,,,1,1,,,,1,1,,,1,,1,1,,1,1,,,,1,,,1,1,,,800,800,,,800,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,7.660016,94,38,9,9.574468,0.851113,81.489537,2.473684,9,9,40,40,31,audience_network,an_classic,,,,,,,,,,,,7,,7,11,,11,11,,,,11,,,11,11,,,36176,36176,,,36176,36176,36176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,0.340001,4,4,1,25,0.340001,85.000183,1,1,1,5,5,4,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,0.400001,2,2,0,0,,200.00043,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,6.740014,6,6,0,0,,1123.335748,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,301.230647,1971,1003,24,1.217656,12.551277,152.831379,1.965105,17,17,189,189,168,facebook,facebook_reels,,,4,4,,,,4,4,1,1,14,,14,18,,18,18,,1,,18,,1,18,18,,,52661,52661,,,52661,52661,52661,,,,,,1,,,,,,1,,,1,1,,2142,,2142,,,,2142,,,2142,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,2.160005,51,24,0,0,,42.353032,2.125,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,25.580055,81,69,2,2.469136,12.790027,315.803148,1.173913,2,2,9,9,7,facebook,facebook_stories,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,4699,4699,,,4699,4699,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,1342.992887,2989,2173,74,2.475744,18.148553,449.311772,1.375518,44,44,480,478,431,facebook,feed,,,3,3,,,,3,3,,,33,13,33,52,13,52,52,13,,13,52,2,,52,52,13,23575,132334,132334,23575,23575,132334,132334,132334,23575,23575,,1,1,4,1,2,1,1,1,4,1,2,4,4,1221,2502,2502,2502,0.12,1221,1221,2502,2502,1221,2502,1221,1221,,,,2,2,1,2,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,16.550036,178,115,0,0,,92.977728,1.547826,0,,70,70,70,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,1.570003,6,6,0,0,,261.667229,1,0,,1,1,1,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,9.020019,16,7,0,0,,563.751212,2.285714,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,0.250001,10,10,0,0,,25.000054,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,4189.909006,11567,9219,214,1.850091,19.579014,362.229533,1.254691,181,181,2167,2167,1962,instagram,feed,,1,24,25,1,2,2,20,21,3,3,166,8,166,249,8,249,249,8,3,8,249,1,3,249,249,8,12484.33,826296.5,826296.5,12484.33,12484.33,826296.5,826296.5,826296.5,12484.33,12484.33,,1,1,5,1,1,1,1,1,5,1,1,5,5,1169,2030,1070,2030,0.12,1169,1169,2030,1070,1169,2030,1169,1169,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,4.120009,803,782,0,0,,5.130771,1.026854,0,,107,107,107,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,1922.304132,15491,10186,120,0.774643,16.019201,124.091675,1.520813,68,68,1184,1184,1085,instagram,instagram_reels,,5,31,36,4,2,2,20,25,5,5,61,16,61,129,16,129,129,16,5,16,129,,5,129,129,16,37478.67,336994.5,336994.5,37478.67,37478.67,336994.5,336994.5,336994.5,37478.67,37478.67,,4,4,5,4,5,4,4,4,5,4,5,5,5,7600,6979,9201,6979,0.76,7600,7600,6979,9201,7600,6979,7600,7600,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,0.18,52,51,0,0,,3.461546,1.019608,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,1465.39315,4921,3764,69,1.402154,21.237582,297.783611,1.307386,53,53,477,477,423,instagram,instagram_stories,,,1,1,1,,,,,,,41,6,41,73,6,73,73,6,,6,73,,,73,73,6,8159,193023,193023,8159,8159,193023,193023,193023,8159,8159,,1,1,2,1,2,1,1,1,2,1,2,2,2,1159,4522,3202,4522,0.12,1159,1159,4522,3202,1159,4522,1159,1159,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104078930627,Perfume Enthusiasts,2026-04-13,2026-04-19,8.200018,2379,2193,133,5.590584,0.061654,3.446834,1.084815,133,133,437,437,301,threads,threads_feed,,,3,3,,,,3,3,,,13,,13,11,,11,11,,,,11,,,11,11,,,23599,23599,,,23599,23599,23599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,12.38,39,34,2,5.128205,6.19,317.435897,1.147059,0,,9,9,8,facebook,facebook_reels,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,7.17,6,6,0,0,,1195,1,0,,1,1,1,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,0.37,4,4,0,0,,92.5,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,9.62,41,39,1,2.439024,9.62,234.634146,1.051282,1,1,8,8,7,instagram,feed,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,800,800,,,800,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,36.61,230,219,0,0,,159.173913,1.050228,0,,27,27,27,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,6.6,27,27,0,0,,244.444444,1,0,,5,5,5,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243104079550627,Open Targeting (Metro Cities),2026-04-13,2026-04-19,0,5,5,0,0,,0,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,8.49,61,27,11,18.032787,0.771818,139.180328,2.259259,13,13,57,57,44,audience_network,an_classic,,,,,,,,,,,,5,,5,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,6.78,19,12,7,36.842105,0.968571,356.842105,1.583333,7,7,26,26,19,audience_network,rewarded_video,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0.19,1,1,0,0,,190,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0.2,5,5,0,0,,40,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,354.65,2043,1148,19,0.930005,18.665789,173.592756,1.779617,12,12,358,358,344,facebook,facebook_reels,,1,2,3,,,,1,2,,,9,6,9,12,6,12,12,6,,6,12,,,12,12,6,2609,9819,9819,2609,2609,9819,9819,9819,2609,2609,,2,2,2,2,2,2,2,2,2,2,2,2,2,1789,1789,1721,1789,0.18,1789,1789,1789,1721,1789,1789,1789,1789,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,1.76,42,28,1,2.380952,1.76,41.904762,1.5,1,1,1,1,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,53.26,124,102,2,1.612903,26.63,429.516129,1.215686,2,2,22,22,20,facebook,facebook_stories,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,536.33,1526,1044,47,3.079948,11.411277,351.461337,1.461686,26,26,268,268,240,facebook,feed,,1,2,3,,,,1,2,1,1,15,3,15,31,3,31,31,3,1,3,31,1,1,31,31,3,7160,45798,45798,7160,7160,45798,45798,45798,7160,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,55.4,410,240,4,0.97561,13.85,135.121951,1.708333,4,4,134,134,130,facebook,instream_video,,1,,1,,,,0,,1,1,3,,3,2,,2,2,,1,,2,,1,2,2,,,2690,2690,,,2690,2690,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0.47,11,8,0,0,,42.727273,1.375,0,,7,7,7,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0.16,1,1,0,0,,160,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,1140.33,3822,2900,61,1.596023,18.693934,298.359498,1.317931,43,43,758,758,713,instagram,feed,,,2,2,1,,,1,1,,,35,4,35,50,4,50,50,4,,4,50,,,50,50,4,2560,74649,74649,2560,2560,74649,74649,74649,2560,2560,,,,6,,,,,,6,,,6,6,,3461,,3461,,,,3461,,,3461,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,3.81,328,307,0,0,,11.615854,1.068404,0,,104,104,104,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,2099.23,17622,11159,209,1.186017,10.044163,119.125525,1.579174,122,122,2323,2323,2171,instagram,instagram_reels,,7,30,37,5,,,18,25,,,99,9,99,137,9,137,137,9,,9,137,,,137,137,9,9015,299636,299636,9015,9015,299636,299636,299636,9015,9015,,1,1,7,1,1,1,1,1,7,1,1,7,7,2905,5245,2905,5245,0.29,2905,2905,5245,2905,2905,5245,2905,2905,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0.25,32,32,0,0,,7.8125,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
